"Food Name" "Category Name" "Calcium" "Calories" "Carbs" "Cholesterol" "Copper" "Fats" "Fiber" "Folate" "Iron" "Magnesium" "Monounsaturated Fat" "Net carbs" "Omega-3 - DHA" "Omega-3 - DPA" "Omega-3 - EPA" "Phosphorus" "Polyunsaturated fat" "Potassium" "Protein" "Saturated Fat" "Selenium" "Sodium" "Trans Fat" "Vitamin A (IU)" "Vitamin A RAE" "Vitamin B1" "Vitamin B12" "Vitamin B2" "Vitamin B3" "Vitamin B5" "Vitamin B6" "Vitamin C" "Zinc" "Choline" "Fructose" "Histidine" "Isoleucine" "Leucine" "Lysine" "Manganese" "Methionine" "Phenylalanine" "Starch" "Sugar" "Threonine" "Tryptophan" "Valine" "Vitamin D" "Vitamin E" "Vitamin K" "Omega-3 - ALA" "Omega-6 - Eicosadienoic acid" "Omega-6 - Gamma-linoleic acid" "Omega-3 - Eicosatrienoic acid" "Omega-6 - Dihomo-gamma-linoleic acid" "Omega-6 - Linoleic acid" "Omega-6 - Arachidonic acid"
"Quince" "Fruits" 0.011 57 15 0 0.00013 0.1 1.9 3e-06 7e-04 0.008 0.04 13 0 0 0 0.017 0.05 0.197 0.4 0.01 6e-07 0.004 0 40 2e-06 2e-05 0 3e-05 2e-04 8e-05 4e-05 0.015 4e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Raisin" "Fruits" 0.05 299 79 0 0.00032 0.46 3.7 5e-06 0.0019 0.032 0.05 75 0 0 0 0.101 0.04 0.749 3.1 0.06 6e-07 0.011 0 0 0 0.00011 0 0.00013 0.00077 1e-04 0.00017 0.0023 0.00022 0.011 30 7e-05 6e-05 1e-04 8e-05 3e-04 2e-05 7e-05 2.7 59 8e-05 5e-05 8e-05 0 0.00011999999999999 3.5e-06 NA 0 0 NA NA NA NA
"Rambutan" "Fruits" 0.022 82 21 0 7e-05 0.21 0.9 8e-06 0.00035 0.007 NA 20 NA NA NA 0.009 NA 0.042 0.65 NA NA 0.011 0 3 0 1e-05 0 2e-05 0.0014 2e-05 2e-05 0.0049 8e-05 NA NA NA NA NA NA 0.00034 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Raspberry" "Fruits" 0.025 52 12 0 9e-05 0.65 6.5 2.1e-05 0.00069 0.022 0.06 5.4 0 0 0 0.029 0.38 0.151 1.2 0.02 2e-07 0.001 0 33 2e-06 3e-05 0 4e-05 6e-04 0.00033 6e-05 0.026 0.00041999999999999 0.012 2.4 NA NA NA NA 0.00067 NA NA 0 4.4 NA NA NA 0 0.00087 7.8e-06 NA NA NA NA NA NA NA
"Roselle" "Fruits" 0.215 49 11 0 NA 0.64 NA NA 0.0015 0.051 NA 11 NA NA NA 0.037 NA 0.208 0.96 NA NA 0.006 0 287 1.4e-05 1e-05 0 3e-05 0.00031 NA NA 0.012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Rose apple" "Fruits" 0.029 25 5.7 0 2e-05 0.3 NA NA 7e-05 0.005 NA 5.7 NA NA NA 0.008 NA 0.123 0.6 NA NA 0 0 339 1.7e-05 2e-05 0 3e-05 8e-04 NA NA 0.022 6e-05 NA NA NA NA NA NA 3e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Sapodilla" "Fruits" 0.021 83 20 0 9e-05 1.1 5.3 1.4e-05 8e-04 0.012 0.52 15 0 0 0 0.012 0.01 0.193 0.44 0.19 6e-07 0.012 0 60 3e-06 0 0 2e-05 2e-04 0.00025 4e-05 0.015 1e-04 NA NA 2e-05 2e-05 2e-05 4e-05 NA 0 1e-05 NA NA 1e-05 1e-05 2e-05 NA NA NA NA NA NA NA NA NA NA
"Mamey Sapote" "Fruits" 0.018 124 32 0 0.00020999999999999 0.46 5.4 7e-06 0.00078 0.011 0.1 27 0 0 0 0.026 0.1 0.454 1.5 0.17 NA 0.007 0 143 7e-06 1e-05 0 0.00011999999999999 0.0014 4e-04 0.00071999999999999 0.023 0.00019 NA 7.7 5e-05 6e-05 7e-05 7e-05 2e-04 2e-05 6e-05 6.3 20 9e-05 5e-05 7e-05 NA 0.0021 NA 0.08 0 0 0 0 0.01 NA
"Soursop" "Fruits" 0.014 66 17 0 9e-05 0.3 3.3 1.4e-05 6e-04 0.021 0.09 14 0 0 0 0.027 0.07 0.278 1 0.05 6e-07 0.014 0 2 0 7e-05 0 5e-05 9e-04 0.00025 6e-05 0.021 1e-04 0.0076 NA NA NA NA 6e-05 NA 1e-05 NA NA 14 NA 1e-05 NA 0 8e-05 4e-07 NA NA NA NA NA NA NA
"Strawberry" "Fruits" 0.016 32 7.7 0 5e-05 0.3 2 2.4e-05 0.00041 0.013 0.04 5.7 0 0 0 0.024 0.16 0.153 0.67 0.02 4e-07 0.001 0 12 1e-06 2e-05 0 2e-05 0.00039 0.00013 5e-05 0.059 0.00014 0.0057 2.4 1e-05 2e-05 3e-05 3e-05 0.00039 0 2e-05 0.04 4.9 2e-05 1e-05 2e-05 0 0.00029 2.2e-06 NA NA NA NA NA NA NA
"Tamarind" "Fruits" 0.074 239 63 0 9e-05 0.6 5.1 1.4e-05 0.0028 0.092 0.18 57 0 0 0 0.113 0.06 0.628 2.8 0.27 1.3e-06 0.028 0 30 2e-06 0.00043 0 0.00015 0.0019 0.00014 7e-05 0.0035 1e-04 0.0086 NA NA NA NA 0.00014 NA 1e-05 NA NA 39 NA 2e-05 NA 0 1e-04 2.8e-06 NA NA NA NA NA NA NA
"Watermelon" "Fruits" 0.007 30 7.6 0 4e-05 0.15 0.4 3e-06 0.00023999999999999 0.01 0.04 7.2 0 0 0 0.011 0.05 0.112 0.61 0.02 4e-07 0.001 0 569 2.8e-05 3e-05 0 2e-05 0.00017999999999999 0.00022 5e-05 0.0081 1e-04 0.00409999999999999 3.4 1e-05 2e-05 2e-05 6e-05 4e-05 1e-05 2e-05 0 6.2 3e-05 1e-05 2e-05 0 5e-05 1e-07 NA NA NA NA NA NA NA
"Maraschino cherry" "Fruits" 0.054 165 42 0 0.00014 0.21 3.2 0 0.00043 0.004 0.05 39 0 0 0 0.003 0.06 0.021 0.22 0.04 2e-07 0.004 0 45 2e-06 0 0 0 0 5e-05 1e-05 0 0.00026 0.0043 NA NA NA NA NA 1e-05 NA NA NA 39 NA NA NA 0 5e-05 1.5e-06 NA NA NA NA NA NA NA
"Feijoa" "Fruits" 0.017 61 15 0 4e-05 0.42 6.4 2.3e-05 0.00014 0.009 0.06 8.8 0 0 0 0.019 0.14 0.172 0.71 0.1 NA 0.003 0 6 0 1e-05 0 2e-05 3e-04 0.00023 7e-05 0.033 6e-05 NA 3 1e-05 2e-05 3e-05 4e-05 8e-05 1e-05 2e-05 0 8.2 2e-05 1e-05 2e-05 NA 0.00016 3.5e-06 0.03 0 0 0 0 0.11 NA
"Asian pear" "Fruits" 0.004 42 11 0 5e-05 0.23 3.6 8e-06 0 0.008 0.05 7.1 0 0 0 0.011 0.06 0.121 0.5 0.01 1e-07 0 0 0 0 1e-05 0 1e-05 0.00022 7e-05 2e-05 0.0038 2e-05 0.00509999999999999 NA 1e-05 1e-05 3e-05 2e-05 6e-05 1e-05 1e-05 NA 7.1 1e-05 1e-05 2e-05 0 0.00011999999999999 4.5e-06 NA NA NA NA NA NA NA
"Sour cherry" "Fruits" 0.011 42 10 NA NA 0.21 1.2 NA 0.00064 0.008 NA 9.3 NA NA NA 0.016 NA 0.115 0.69 NA NA 0.004 0 NA NA 3e-05 0 7e-05 0.00026 4e-05 5e-05 3e-04 7e-05 NA 2.8 NA NA NA NA 6e-05 NA NA NA 7 NA NA NA NA NA 8.1e-06 NA NA NA NA NA NA NA
"Durian" "Fruits" 0.006 147 27 0 0.00020999999999999 5.3 3.8 3.6e-05 0.00043 0.03 NA 23 NA NA NA 0.039 NA 0.436 1.5 NA NA 0.002 0 44 2e-06 0.00037 0 2e-04 0.0011 0.00023 0.00032 0.02 0.00028 NA NA NA NA NA NA 0.00033 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Crateva religiosa" "Fruits" 0.008 69 18 NA 6e-05 0.1 5.3 NA 0.0016 0.024 NA 12 NA NA NA 0.047 NA 0.304 1.5 0.01 NA 0.02 0 100 5e-06 NA NA NA NA NA NA 0.054 0.00031 NA 3.8 NA NA NA NA 0.00017999999999999 NA NA NA 8.6 NA NA NA NA NA NA NA NA NA NA NA NA NA
"Clementine" "Fruits" 0.03 47 12 NA 4e-05 0.15 1.7 2.4e-05 0.00014 0.01 NA 10 NA NA NA 0.021 NA 0.177 0.85 NA 1e-07 0.001 0 NA NA 9e-05 NA 3e-05 0.00064 0.00015 8e-05 0.049 6e-05 0.014 1.6 NA NA NA NA 2e-05 NA NA 0 9.2 NA NA NA 0 2e-04 0 NA NA NA NA NA NA NA
"Nance" "Fruits" 0.046 73 17 NA 4e-05 1.2 7.5 8e-06 0.00038 0.02 NA 9.5 NA NA NA 0.01 NA 0.244 0.66 NA 4e-07 0.003 0 74 4e-06 2e-05 NA 2e-05 0.00029 0.00017999999999999 2e-05 0.093 9e-05 NA 4.7 NA NA NA NA 0.00025 NA NA NA 8.3 NA NA NA NA 0.0013 1.2e-05 NA NA NA NA NA NA NA
"Naranjilla" "Fruits" 0.008 25 5.9 NA 3e-05 0.22 1.1 3e-06 0.00035 0.011 NA 4.8 NA NA NA 0.012 NA 0.2 0.44 NA 4e-07 0.004 0 568 2.8e-05 5e-05 NA 0 0.0015 0.00022 0.00011 0.0032 1e-04 NA 1 NA NA NA NA 7e-05 NA NA NA 3.7 NA NA NA NA 0.00075 1.5e-05 NA NA NA NA NA NA NA
"Horned melon" "Fruits" 0.013 44 7.6 NA 2e-05 1.3 NA 3e-06 0.0011 0.04 NA 7.6 NA NA NA 0.037 NA 0.123 1.8 NA NA 0.002 0 147 7e-06 3e-05 NA 2e-05 0.00057 0.00017999999999999 6e-05 0.0053 0.00047999999999999 NA NA NA NA NA NA 4e-05 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Coconut" "Fruits" 0.014 354 15 0 0.00044 33 9 2.6e-05 0.0024 0.032 1.4 6.2 0 0 0 0.113 0.37 0.356 3.3 30 1e-05 0.02 NA 0 0 7e-05 0 2e-05 0.00054 3e-04 5e-05 0.0033 0.0011 0.012 NA 8e-05 0.00013 0.00025 0.00015 0.0015 6e-05 0.00017 NA 6.2 0.00011999999999999 4e-05 2e-04 0 0.00023999999999999 2e-07 NA NA NA NA NA NA NA
"Cloudberry" "Fruits" 0.018 51 8.6 NA NA 0.8 NA NA 7e-04 NA NA 8.6 NA NA NA 0.035 NA NA 2.4 NA NA NA NA 210 NA 5e-05 NA 7e-05 9e-04 NA NA 0.158 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Huckleberries" "Fruits" 0.015 37 8.7 NA NA 0.1 NA NA 3e-04 NA NA 8.7 NA NA NA NA NA NA 0.4 NA NA 0.01 NA 79 NA 1e-05 NA 3e-05 3e-04 NA NA 0.0028 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Banana melon" "Fruits" 0.013 21 4.1 NA 4e-05 0.2 0.3 2e-05 0.00020999999999999 0.01 NA 3.8 NA NA NA 0.009 NA 0.14 0.84 NA 4e-07 0.011 NA NA NA 2e-05 NA 2e-05 0.00046 7e-05 5e-05 0.0081 0.00014 NA 2.1 NA NA NA NA 4e-05 NA NA 0 3.4 NA NA NA NA 0 4.9e-06 NA NA NA NA NA NA NA
"Salmonberries" "Fruits" 0.013 47 10 NA 3e-05 0.33 1.9 1.7e-05 4e-04 0.015 NA 8.2 NA NA NA 0.027 NA 0.11 0.85 NA NA 0.014 NA 496 5e-05 4e-05 NA 6e-05 0.00047 0.00017 8e-05 0.0092 0.00028 NA 1.8 NA NA NA NA 0.0011 NA NA 0 3.7 NA NA NA NA 0.0016 1.5e-05 NA NA NA NA NA NA NA
"Chokecherries" "Fruits" 0.04 156 34 NA 7e-05 0.98 17 1e-05 4e-04 0.021 NA 17 NA NA NA 0.045 NA 0.309 2.9 NA 1.7e-06 0.002 NA 43 2e-06 3e-05 0 6e-05 0.00067 0.00033 0.00019 7e-04 0.00019 NA 5.4 NA NA NA NA 0.00019 NA NA 0.87 14 NA NA NA 0 0.00075 2.9e-05 NA NA NA NA NA NA NA
"Rose hip" "Fruits" 0.169 162 38 NA 0.00011 0.34 24 3e-06 0.0011 0.069 NA 14 NA NA NA 0.061 NA 0.429 1.6 NA NA 0.004 NA 4345 0.000217 2e-05 NA 0.00017 0.0013 8e-04 8e-05 0.426 0.00025 0.012 1.2 NA NA NA NA 0.001 NA NA NA 2.6 NA NA NA NA 0.0058 2.6e-05 NA NA NA NA NA NA NA
"Artichoke" "Vegetables" 0.044 47 11 0 0.00023 0.15 5.4 6.8e-05 0.0013 0.06 0.01 5.1 0 0 0 0.09 0.06 0.37 3.3 0.04 2e-07 0.094 0 13 1e-06 7e-05 0 7e-05 0.001 0.00034 0.00011999999999999 0.012 0.00049 0.034 NA NA NA NA NA 0.00026 NA NA NA 0.99 NA NA NA 0 0.00019 1.5e-05 NA NA NA NA NA NA NA
"Asparagus" "Vegetables" 0.044 47 9.2 0 5e-05 0.1 NA 4.5e-05 0.00098 0.042 0.01 9.2 NA NA NA 0.057 0.04 0.29 2.5 0.03 1.5e-06 0.004 0 450 2.3e-05 9e-05 0 1e-04 0.00063 5e-05 2e-05 0.016 0.00035999999999999 NA NA 8e-05 0.00014 0.00017999999999999 0.00017 2e-04 4e-05 0.00014 NA NA 9e-05 3e-05 0.00015 0 NA NA NA NA NA NA NA NA NA
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)" "Vegetables" 0.084 30 3.3 0 2e-04 0.69 NA 0.000128 0.002 0.085 NA 3.3 NA NA NA 0.099 NA 0.608 5.3 NA 9e-07 0.011 0 1734 8.7e-05 0.00017999999999999 0 0.00035999999999999 0.0011 6e-05 8e-04 0.088 3e-04 NA NA NA NA NA NA 0.00054 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Bamboo shoot" "Vegetables" 0.013 27 5.2 0 0.00019 0.3 2.2 7e-06 5e-04 0.003 0.01 3 0 0 0 0.059 0.13 0.533 2.6 0.07 8e-07 0.004 0 20 1e-06 0.00015 0 7e-05 6e-04 0.00016 0.00023999999999999 0.004 0.0011 0 NA 4e-05 9e-05 0.00014 0.00013 0.00026 3e-05 9e-05 NA 3 9e-05 3e-05 0.00011 0 0.001 0 NA NA NA NA NA NA NA
"Green bean" "Vegetables" 0.044 35 7.9 0 6e-05 0.28 3.2 3.3e-05 0.00065 0.018 0.01 4.7 0 0 0 0.029 0.15 0.146 1.9 0.06 2e-07 0.001 0 633 3.2e-05 7e-05 0 1e-04 0.00061 7e-05 6e-05 0.00969999999999999 0.00025 0.017 NA 4e-05 7e-05 0.00011999999999999 9e-05 0.00029 2e-05 7e-05 NA 3.6 8e-05 2e-05 9e-05 0 0.00046 4.8e-05 NA NA NA NA NA NA NA
"Beetroot" "Vegetables" 0.016 43 9.6 0 8e-05 0.17 2.8 0.000109 8e-04 0.023 0.03 6.8 0 0 0 0.04 0.06 0.325 1.6 0.03 7e-07 0.078 0 33 2e-06 3e-05 0 4e-05 0.00033 0.00016 7e-05 0.0049 0.00035 0.006 NA 2e-05 5e-05 7e-05 6e-05 0.00033 2e-05 5e-05 NA 6.8 5e-05 2e-05 6e-05 0 4e-05 2e-07 NA NA NA NA NA NA NA
"Broad bean" "Vegetables" 0.018 62 10 0 6e-05 0.5 3.6 5.8e-05 0.0015 0.031 0.02 6.5 NA NA NA 0.073 0.3 0.193 4.8 0.14 1e-06 0.041 0 270 1.4e-05 0.00013 0 9e-05 0.0012 7e-05 3e-05 0.02 0.00047 NA NA 0.00011999999999999 0.00022 0.00037 0.00031 0.00026 4e-05 2e-04 NA NA 0.00017999999999999 5e-05 0.00023999999999999 0 NA NA NA NA NA NA NA NA NA
"Broccoli" "Vegetables" 0.047 34 6.6 0 5e-05 0.37 2.6 6.3e-05 0.00073 0.021 0.01 4 0 0 0 0.066 0.04 0.316 2.8 0.04 2.5e-06 0.033 0 623 3.1e-05 7e-05 0 0.00011999999999999 0.00064 0.00057 0.00017999999999999 0.089 0.00041 0.019 0.68 6e-05 8e-05 0.00013 0.00014 0.00020999999999999 4e-05 0.00011999999999999 0 1.7 9e-05 3e-05 0.00013 0 0.00078 0.000102 NA 0 0 NA NA NA NA
"Brussels sprout" "Vegetables" 0.042 43 9 0 7e-05 0.3 3.8 6.1e-05 0.0014 0.023 0.02 5.2 0 0 0 0.069 153 0.389 3.4 0.06 1.6e-06 0.025 0 754 3.8e-05 0.00014 0 9e-05 0.00075 0.00031 0.00022 0.085 0.00041999999999999 0.019 0.93 8e-05 0.00013 0.00015 0.00015 0.00034 3e-05 1e-04 NA 2.2 0.00011999999999999 4e-05 0.00016 0 0.00088 0.000177 NA NA NA NA NA NA NA
"Burdock root" "Vegetables" 0.041 72 17 0 8e-05 0.15 3.3 2.3e-05 8e-04 0.038 0.04 14 0 0 0 0.051 0.06 0.308 1.5 0.03 7e-07 0.005 0 0 0 1e-05 0 3e-05 3e-04 0.00032 0.00023999999999999 0.003 0.00033 0.012 NA 3e-05 3e-05 3e-05 7e-05 0.00023 1e-05 3e-05 NA 2.9 3e-05 1e-05 3e-05 0 0.00038 1.6e-06 NA NA NA NA NA NA NA
"Cabbage" "Vegetables" 0.04 25 5.8 0 2e-05 0.1 2.5 4.3e-05 0.00047 0.012 0.02 3.3 0 0 0 0.026 0.02 0.17 1.3 0.03 3e-07 0.018 0 98 5e-06 6e-05 0 4e-05 0.00023 0.00020999999999999 0.00011999999999999 0.037 0.00017999999999999 0.011 1.5 2e-05 3e-05 4e-05 4e-05 0.00016 1e-05 3e-05 0 3.2 4e-05 1e-05 4e-05 0 0.00015 7.6e-05 NA 0 NA NA NA NA NA
"Red cabbage" "Vegetables" 0.045 31 7.4 0 2e-05 0.16 2.1 1.8e-05 8e-04 0.016 0.01 5.3 0 0 0 0.03 0.08 0.243 1.4 0.02 6e-07 0.027 0 1116 5.6e-05 6e-05 0 7e-05 0.00041999999999999 0.00015 0.00020999999999999 0.057 0.00022 0.017 1.5 2e-05 3e-05 5e-05 5e-05 0.00023999999999999 1e-05 4e-05 0 3.8 4e-05 1e-05 5e-05 0 0.00011 3.8e-05 NA NA NA NA NA NA NA
"Savoy cabbage" "Vegetables" 0.035 27 6.1 0 6e-05 0.1 3.1 8e-05 4e-04 0.028 0.01 3 0 0 0 0.042 0.05 0.23 2 0.01 9e-07 0.028 0 1000 5e-05 7e-05 0 3e-05 3e-04 0.00019 0.00019 0.031 0.00027 0.012 NA 4e-05 1e-04 1e-04 9e-05 0.00017999999999999 2e-05 6e-05 NA 2.3 7e-05 2e-05 9e-05 0 0.00017 6.9e-05 NA NA NA NA NA NA NA
"Chinese cabbage" "Vegetables" 0.105 13 2.2 0 2e-05 0.2 1 6.6e-05 8e-04 0.019 0.02 1.2 0 0 0 0.037 0.1 0.252 1.5 0.03 5e-07 0.065 0 4468 0.000223 4e-05 0 7e-05 5e-04 9e-05 0.00019 0.045 0.00019 0.0064 NA 3e-05 9e-05 9e-05 9e-05 0.00016 1e-05 4e-05 NA 1.2 5e-05 2e-05 7e-05 0 9e-05 4.6e-05 NA NA NA NA NA NA NA
"Carrot" "Vegetables" 0.033 41 9.6 0 5e-05 0.24 2.8 1.9e-05 3e-04 0.012 0.01 6.8 0 0 0 0.035 0.12 0.32 0.93 0.04 1e-07 0.069 0 16706 0.000835 7e-05 0 6e-05 0.00098 0.00027 0.00014 0.0059 0.00023999999999999 0.0088 0.55 4e-05 8e-05 1e-04 1e-04 0.00014 2e-05 6e-05 1.4 4.7 0.00019 1e-05 7e-05 0 0.00066 1.3e-05 NA 0 NA NA NA NA NA
"Cassava" "Vegetables" 0.016 160 38 0 1e-04 0.28 1.8 2.7e-05 0.00027 0.021 0.08 36 0 0 0 0.027 0.05 0.271 1.4 0.07 7e-07 0.014 0 13 1e-06 9e-05 0 5e-05 0.00085 0.00011 9e-05 0.021 0.00034 0.024 NA 2e-05 3e-05 4e-05 4e-05 0.00038 1e-05 3e-05 NA 1.7 3e-05 2e-05 4e-05 0 0.00019 1.9e-06 NA NA NA NA NA NA NA
"Cauliflower" "Vegetables" 0.022 25 5 0 4e-05 0.28 2 5.7e-05 0.00041999999999999 0.015 0.03 3 0 0 0 0.044 0.03 0.299 1.9 0.13 6e-07 0.03 0 0 0 5e-05 0 6e-05 0.00051 0.00067 0.00017999999999999 0.048 0.00027 0.044 0.97 6e-05 7e-05 0.00011 0.00022 0.00016 2e-05 7e-05 NA 1.9 8e-05 2e-05 0.00013 0 8e-05 1.6e-05 0.02 0 0 0 0 0.01 NA
"Celeriac" "Vegetables" 0.043 42 9.2 0 7e-05 0.3 1.8 8e-06 7e-04 0.02 0.06 7.4 0 0 0 0.115 0.15 0.3 1.5 0.08 7e-07 0.1 0 0 0 5e-05 0 6e-05 7e-04 0.00035 0.00017 0.008 0.00033 0.009 NA NA NA NA NA 0.00016 NA NA NA 1.6 NA NA NA 0 0.00035999999999999 4.1e-05 NA NA NA NA NA NA NA
"Celtuce" "Vegetables" 0.039 18 3.7 0 4e-05 0.3 1.7 4.6e-05 0.00055 0.028 NA 2 NA NA NA 0.039 NA 0.33 0.85 NA 9e-07 0.011 0 3500 0.000175 6e-05 0 7e-05 0.00055 0.00017999999999999 5e-05 0.02 0.00027 NA NA 2e-05 6e-05 5e-05 6e-05 0.00069 1e-05 4e-05 NA NA 4e-05 1e-05 5e-05 0 NA NA NA NA NA NA NA NA NA
"Chayote" "Vegetables" 0.017 19 4.5 0 0.00011999999999999 0.13 1.7 9.3e-05 0.00034 0.012 0.01 2.8 0 0 0 0.018 0.06 0.125 0.82 0.03 2e-07 0.002 0 0 0 3e-05 0 3e-05 0.00047 0.00025 8e-05 0.0077 0.00074 0.0092 NA 2e-05 4e-05 8e-05 4e-05 0.00019 0 5e-05 NA 1.7 4e-05 1e-05 6e-05 0 0.00011999999999999 4.1e-06 NA NA NA NA NA NA NA
"Chicory" "Vegetables" 0.019 17 4 0 5e-05 0.1 3.1 3.7e-05 0.00023999999999999 0.01 0 0.9 NA NA NA 0.026 0.04 0.211 0.9 0.02 2e-07 0.002 0 29 1e-06 6e-05 0 3e-05 0.00016 0.00015 4e-05 0.0028 0.00016 NA NA 2e-05 5e-05 4e-05 4e-05 1e-04 1e-05 2e-05 NA NA 3e-05 2e-05 4e-05 0 NA NA NA NA NA NA NA NA NA
"Corn" "Vegetables" 0.003 96 21 0 5e-05 1.5 2.4 2.3e-05 0.00045 0.026 0.37 19 0 0 0 0.077 0.6 0.218 3.4 0.2 2e-07 0.001 0 263 1.3e-05 9e-05 0 6e-05 0.0017 0.00079 0.00014 0.0055 0.00062 0.029 0.79 9e-05 0.00013 0.00035999999999999 0.00014 0.00017 7e-05 0.00016 7.2 4.5 0.00013 2e-05 0.00019 0 9e-05 4e-07 NA NA NA NA NA NA NA
"Yardlong beans" "Vegetables" 0.044 47 9.2 0 5e-05 0.1 NA 4.5e-05 0.00098 0.042 0.01 9.2 NA NA NA 0.057 0.04 0.29 2.5 0.03 1.5e-06 0.004 0 450 2.3e-05 9e-05 0 1e-04 0.00063 5e-05 2e-05 0.016 0.00035999999999999 NA NA 8e-05 0.00014 0.00017999999999999 0.00017 2e-04 4e-05 0.00014 NA NA 9e-05 3e-05 0.00015 0 NA NA NA NA NA NA NA NA NA
"Cucumber" "Vegetables" 0.016 15 3.6 0 4e-05 0.11 0.5 7e-06 0.00028 0.013 0.01 3.1 0 0 0 0.024 0.03 0.147 0.65 0.04 3e-07 0.002 0 105 5e-06 3e-05 0 3e-05 1e-04 0.00026 4e-05 0.0028 2e-04 0.006 0.87 1e-05 2e-05 3e-05 3e-05 8e-05 1e-05 2e-05 0.83 1.7 2e-05 1e-05 2e-05 0 3e-05 1.6e-05 NA 0 NA NA NA NA NA
"Eggplant" "Vegetables" 0.009 25 5.9 0 8e-05 0.18 3 2.2e-05 0.00023 0.014 0.02 2.9 0 0 0 0.024 0.08 0.229 0.98 0.03 3e-07 0.002 0 23 1e-06 4e-05 0 4e-05 0.00065 0.00028 8e-05 0.0022 0.00016 0.0069 1.5 2e-05 5e-05 6e-05 5e-05 0.00023 1e-05 4e-05 NA 3.5 4e-05 1e-05 5e-05 0 3e-04 3.5e-06 NA NA NA NA NA NA NA
"Edamame" "Vegetables" 0.063 121 8.9 0 0.00035 5.2 5.2 0.000311 0.0023 0.064 1.3 3.7 0 0 0 0.169 2.2 0.436 12 0.62 8e-07 0.006 0.01 298 1.5e-05 2e-04 0 0.00016 0.00092 4e-04 1e-04 0.00609999999999999 0.0014 0.056 0.12 0.00027 3e-04 0.00075 0.00075 0.001 0.00014 0.00049 1.5 2.2 0.00033 0.00013 0.00032 0 0.00068 2.7e-05 0.36 0 0 0 0 1.8 NA
"Endive" "Vegetables" 0.052 17 3.4 0 1e-04 0.2 3.1 0.000142 0.00083 0.015 0 0.25 0 0 0 0.028 0.09 0.314 1.3 0.05 2e-07 0.022 0 2167 0.000108 8e-05 0 8e-05 4e-04 9e-04 2e-05 0.0065 0.00079 0.017 NA 2e-05 7e-05 1e-04 6e-05 0.00041999999999999 1e-05 5e-05 NA 0.25 5e-05 1e-05 6e-05 0 0.00044 0.000231 NA NA NA NA NA NA NA
"Garlic" "Vegetables" 0.181 149 33 0 3e-04 0.5 2.1 3e-06 0.0017 0.025 0.01 31 0 0 0 0.153 0.25 0.401 6.4 0.09 1.4e-05 0.017 0 9 0 2e-04 0 0.00011 7e-04 6e-04 0.0012 0.031 0.0012 0.023 NA 0.00011 0.00022 0.00031 0.00027 0.0017 8e-05 0.00017999999999999 NA 1 0.00016 7e-05 0.00029 0 8e-05 1.7e-06 NA NA NA NA NA NA NA
"Ginger" "Vegetables" 0.016 80 18 0 0.00023 0.75 2 1.1e-05 6e-04 0.043 0.15 16 0 0 0 0.034 0.15 0.415 1.8 0.2 7e-07 0.013 0 0 0 3e-05 0 3e-05 0.00075 2e-04 0.00016 0.005 0.00034 0.029 NA 3e-05 5e-05 7e-05 6e-05 0.00023 1e-05 5e-05 NA 1.7 4e-05 1e-05 7e-05 0 0.00026 1e-07 NA NA NA NA NA NA NA
"Jerusalem artichoke" "Vegetables" 0.014 73 17 0 0.00014 0.01 1.6 1.3e-05 0.0034 0.017 0 16 0 0 0 0.078 0 0.429 2 0 7e-07 0.004 0 20 1e-06 2e-04 0 6e-05 0.0013 4e-04 8e-05 0.004 0.00011999999999999 0.03 NA NA NA NA NA 6e-05 NA NA NA 9.6 NA NA NA 0 0.00019 1e-07 NA NA NA NA NA NA NA
"Kanpyo" "Vegetables" 0.28 258 65 0 0.00043 0.56 9.8 6.1e-05 0.00509999999999999 0.125 0.1 55 NA NA NA 0.188 0.24 1.582 8.6 0.05 2.6e-06 0.015 0 0 NA 0 0 4e-05 0.0029 0.0026 0.00053 2e-04 0.0059 NA NA NA NA NA NA 0.0011 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA
"Kohlrabi" "Vegetables" 0.024 27 6.2 0 0.00013 0.1 3.6 1.6e-05 4e-04 0.019 0.01 2.6 0 0 0 0.046 0.05 0.35 1.7 0.01 7e-07 0.02 0 36 2e-06 5e-05 0 2e-05 4e-04 0.00017 0.00015 0.062 3e-05 0.012 NA 2e-05 8e-05 7e-05 6e-05 0.00014 1e-05 4e-05 NA 2.6 5e-05 1e-05 5e-05 0 0.00047999999999999 1e-07 NA NA NA NA NA NA NA
